Type,Date,Open,High,Low,Close,Adj. close,Volume
s&p,3/26/2009,814.06,832.98,814.06,832.86,832.86,"6,99,29,60,000"
nasdaq,3/26/2009,1549.400024,1587,1545.209961,1587,1587,2535050000
s&p,3/27/2009,828.68,828.68,813.43,815.94,815.94,"5,60,02,10,000"
nasdaq,3/27/2009,1564.119995,1569.209961,1543.430054,1545.199951,1545.199951,2071670000
s&p,3/30/2009,809.07,809.07,779.81,787.53,787.53,"5,91,26,60,000"
nasdaq,3/30/2009,1516.790039,1517.060059,1484.97998,1501.800049,1501.800049,2020200000
s&p,3/31/2009,790.88,810.48,790.88,797.87,797.87,"6,08,91,00,000"
nasdaq,3/31/2009,1518.699951,1554.469971,1518.01001,1528.589966,1528.589966,2157410000
s&p,4/1/2009,793.59,813.62,783.32,811.08,811.08,"6,03,41,40,000"
nasdaq,4/1/2009,1504.869995,1553.030029,1498.540039,1551.599976,1551.599976,2256580000
s&p,4/2/2009,814.53,845.61,814.53,834.38,834.38,"7,54,28,10,000"
nasdaq,4/2/2009,1579.969971,1623.339966,1576.819946,1602.630005,1602.630005,2833600000
s&p,4/3/2009,835.13,842.5,826.7,842.5,842.5,"5,85,56,40,000"
nasdaq,4/3/2009,1609.050049,1621.869995,1593.050049,1621.869995,1621.869995,2113380000
s&p,4/6/2009,839.75,839.75,822.79,835.48,835.48,"6,21,00,00,000"
nasdaq,4/6/2009,1602.23999,1607.599976,1580.650024,1606.709961,1606.709961,1998090000
s&p,4/7/2009,834.12,834.12,814.53,815.55,815.55,"5,15,55,80,000"
nasdaq,4/7/2009,1585.579956,1588,1559.459961,1561.609985,1561.609985,1854700000
s&p,4/8/2009,816.76,828.42,814.84,825.16,825.16,"5,93,84,60,000"
nasdaq,4/8/2009,1576.930054,1595.969971,1567.219971,1590.660034,1590.660034,1837900000
s&p,4/9/2009,829.29,856.91,829.29,856.56,856.56,"7,60,07,10,000"
nasdaq,4/9/2009,1618.829956,1652.540039,1616.25,1652.540039,1652.540039,2165450000
s&p,4/13/2009,855.33,864.31,845.35,858.73,858.73,"6,43,48,90,000"
nasdaq,4/13/2009,1641.609985,1660.829956,1630.540039,1653.310059,1653.310059,1824530000
s&p,4/14/2009,856.88,856.88,840.25,841.5,841.5,"7,56,98,40,000"
nasdaq,4/14/2009,1637.5,1651.280029,1618.040039,1625.719971,1625.719971,2253650000
s&p,4/15/2009,839.44,852.93,835.58,852.06,852.06,"6,24,11,00,000"
nasdaq,4/15/2009,1613.560059,1627.719971,1599.109985,1626.800049,1626.800049,2042600000
s&p,4/16/2009,854.54,870.35,847.04,865.3,865.3,"6,59,86,70,000"
nasdaq,4/16/2009,1645.52002,1676.170044,1628.079956,1670.439941,1670.439941,2390620000
s&p,4/17/2009,865.18,875.63,860.87,869.6,869.6,"7,35,20,10,000"
nasdaq,4/17/2009,1665.599976,1682.23999,1653.839966,1673.069946,1673.069946,2418440000
s&p,4/20/2009,868.27,868.27,832.39,832.39,832.39,"6,97,39,60,000"
nasdaq,4/20/2009,1641.349976,1643.319946,1606.859985,1608.209961,1608.209961,3061850000
s&p,4/21/2009,831.25,850.09,826.83,850.08,850.08,"7,43,64,90,000"
nasdaq,4/21/2009,1599.030029,1643.849976,1598.930054,1643.849976,1643.849976,2422990000
s&p,4/22/2009,847.26,861.78,840.57,843.55,843.55,"7,32,78,60,000"
nasdaq,4/22/2009,1630.140015,1679.819946,1624.72998,1646.119995,1646.119995,2657480000
s&p,4/23/2009,844.62,852.87,835.45,851.92,851.92,"6,56,31,00,000"
nasdaq,4/23/2009,1651.469971,1654.849976,1625.880005,1652.209961,1652.209961,2463500000
s&p,4/24/2009,853.91,871.8,853.91,866.23,866.23,"7,11,44,40,000"
nasdaq,4/24/2009,1666.430054,1702.869995,1657.48999,1694.290039,1694.290039,2547150000
s&p,4/27/2009,862.82,868.83,854.65,857.51,857.51,"5,61,34,60,000"
nasdaq,4/27/2009,1672.869995,1700.530029,1670.48999,1679.410034,1679.410034,2203700000
s&p,4/28/2009,854.48,864.48,847.12,855.16,855.16,"6,32,80,00,000"
nasdaq,4/28/2009,1668.26001,1690.060059,1661.400024,1673.810059,1673.810059,2080410000
s&p,4/29/2009,856.85,882.06,856.85,873.64,873.64,"6,10,16,20,000"
nasdaq,4/29/2009,1688.660034,1726.689941,1687.290039,1711.939941,1711.939941,2385720000
s&p,4/30/2009,876.59,888.7,868.51,872.81,872.81,"6,86,25,40,000"
nasdaq,4/30/2009,1732.469971,1753.609985,1710.069946,1717.300049,1717.300049,2871300000
s&p,5/1/2009,872.74,880.48,866.1,877.52,877.52,"5,31,21,70,000"
nasdaq,5/1/2009,1719.290039,1728.099976,1703.52002,1719.199951,1719.199951,2165930000
s&p,5/4/2009,879.21,907.85,879.21,907.24,907.24,"7,03,88,40,000"
nasdaq,5/4/2009,1733.709961,1763.560059,1729.310059,1763.560059,1763.560059,2524800000
s&p,5/5/2009,906.1,907.7,897.34,903.8,903.8,"6,88,28,60,000"
nasdaq,5/5/2009,1757.26001,1759.420044,1735.369995,1754.119995,1754.119995,2538290000
s&p,5/6/2009,903.95,920.28,903.95,919.53,919.53,"8,55,50,40,000"
nasdaq,5/6/2009,1768.689941,1770.290039,1730.969971,1759.099976,1759.099976,2966510000
s&p,5/7/2009,919.58,929.58,901.36,907.39,907.39,"9,12,01,00,000"
nasdaq,5/7/2009,1772.099976,1773.130005,1702.540039,1716.23999,1716.23999,3299360000
s&p,5/8/2009,909.03,930.17,909.03,929.23,929.23,"8,16,32,80,000"
nasdaq,5/8/2009,1733.5,1747.410034,1711.01001,1739,1739,3206310000
s&p,5/11/2009,922.99,922.99,908.68,909.24,909.24,"6,15,06,00,000"
nasdaq,5/11/2009,1713.650024,1747.969971,1705.869995,1731.23999,1731.23999,2543450000
s&p,5/12/2009,910.52,915.57,896.46,908.35,908.35,"6,87,17,50,000"
nasdaq,5/12/2009,1742.859985,1743.52002,1695.869995,1715.920044,1715.920044,2475150000
s&p,5/13/2009,905.4,905.4,882.8,883.92,883.92,"7,09,18,20,000"
nasdaq,5/13/2009,1696.800049,1697.76001,1664.189941,1664.189941,1664.189941,2356410000
s&p,5/14/2009,884.24,898.36,882.52,893.07,893.07,"6,13,48,70,000"
nasdaq,5/14/2009,1672.47998,1701.219971,1667.939941,1689.209961,1689.209961,2162620000
s&p,5/15/2009,892.76,896.97,878.94,882.88,882.88,"5,43,97,20,000"
nasdaq,5/15/2009,1687.48999,1703.449951,1676.560059,1680.140015,1680.140015,2057500000
s&p,5/18/2009,886.07,910,886.07,909.71,909.71,"5,70,21,50,000"
nasdaq,5/18/2009,1696.819946,1732.359985,1689.550049,1732.359985,1732.359985,2023250000
s&p,5/19/2009,909.67,916.39,905.22,908.13,908.13,"6,61,62,70,000"
nasdaq,5/19/2009,1727,1750.050049,1719.920044,1734.540039,1734.540039,2076390000
s&p,5/20/2009,908.62,924.6,901.37,903.47,903.47,"8,20,50,60,000"
nasdaq,5/20/2009,1743.599976,1767.469971,1722.319946,1727.839966,1727.839966,2261780000
s&p,5/21/2009,900.42,900.42,879.61,888.33,888.33,"6,01,98,40,000"
nasdaq,5/21/2009,1709.829956,1719.579956,1677.77002,1695.25,1695.25,2206610000
s&p,5/22/2009,888.68,896.65,883.75,887,887,"5,15,53,20,000"
nasdaq,5/22/2009,1702.060059,1711.97998,1682.23999,1692.01001,1692.01001,1619520000
s&p,5/26/2009,887,911.76,881.46,910.33,910.33,"5,66,70,50,000"
nasdaq,5/26/2009,1677.719971,1751.469971,1677.540039,1750.430054,1750.430054,2095650000
s&p,5/27/2009,909.95,913.84,891.87,893.06,893.06,"5,69,88,00,000"
nasdaq,5/27/2009,1745.560059,1768.219971,1728.959961,1731.079956,1731.079956,2118100000
s&p,5/28/2009,892.96,909.45,887.6,906.83,906.83,"5,73,89,80,000"
nasdaq,5/28/2009,1744.22998,1754.949951,1714.47998,1751.790039,1751.790039,2189090000
s&p,5/29/2009,907.02,920.02,903.56,919.14,919.14,"6,05,04,20,000"
nasdaq,5/29/2009,1756.26001,1774.329956,1742.98999,1774.329956,1774.329956,2465310000
s&p,6/1/2009,923.26,947.77,923.26,942.87,942.87,"6,37,04,40,000"
nasdaq,6/1/2009,1796.089966,1833.180054,1792.800049,1828.680054,1828.680054,2600340000
s&p,6/2/2009,942.87,949.38,938.46,944.74,944.74,"5,98,73,40,000"
nasdaq,6/2/2009,1821.219971,1846.650024,1815.829956,1836.800049,1836.800049,2611690000
s&p,6/3/2009,942.51,942.51,923.85,931.76,931.76,"5,32,37,70,000"
nasdaq,6/3/2009,1825.599976,1828.089966,1806.51001,1825.920044,1825.920044,2246950000
s&p,6/4/2009,932.49,942.47,929.32,942.46,942.46,"5,35,28,90,000"
nasdaq,6/4/2009,1829.839966,1850.040039,1825.619995,1850.02002,1850.02002,2468840000
s&p,6/5/2009,945.67,951.69,934.13,940.09,940.09,"5,27,79,10,000"
nasdaq,6/5/2009,1864.02002,1865.949951,1834.630005,1849.420044,1849.420044,2310590000
s&p,6/8/2009,938.12,946.33,926.44,939.14,939.14,"4,48,34,30,000"
nasdaq,6/8/2009,1836.869995,1857.800049,1818.589966,1842.400024,1842.400024,1972980000
s&p,6/9/2009,940.35,946.92,936.15,942.43,942.43,"4,43,99,50,000"
nasdaq,6/9/2009,1850.47998,1869.52002,1846.26001,1860.130005,1860.130005,2140370000
s&p,6/10/2009,942.73,949.77,927.97,939.15,939.15,"5,37,94,20,000"
nasdaq,6/10/2009,1872.01001,1872.699951,1827.609985,1853.079956,1853.079956,2347870000
s&p,6/11/2009,939.04,956.23,939.04,944.89,944.89,"5,50,08,40,000"
nasdaq,6/11/2009,1854.75,1879.920044,1854.75,1862.369995,1862.369995,2463860000
s&p,6/12/2009,943.44,946.3,935.66,946.21,946.21,"4,52,81,20,000"
nasdaq,6/12/2009,1852.430054,1858.800049,1833.390015,1858.800049,1858.800049,2013560000
s&p,6/15/2009,942.45,942.45,919.65,923.72,923.72,"4,69,78,80,000"
nasdaq,6/15/2009,1837.939941,1838.329956,1803.069946,1816.380005,1816.380005,2154700000
s&p,6/16/2009,925.6,928,911.6,911.97,911.97,"4,95,12,00,000"
nasdaq,6/16/2009,1825.199951,1831.180054,1795.550049,1796.180054,1796.180054,2227700000
s&p,6/17/2009,911.89,918.44,903.78,910.71,910.71,"5,52,36,50,000"
nasdaq,6/17/2009,1799.219971,1824.199951,1785.339966,1808.060059,1808.060059,2523180000
s&p,6/18/2009,910.86,921.93,907.94,918.37,918.37,"4,68,40,10,000"
nasdaq,6/18/2009,1809.040039,1816.599976,1795.73999,1807.719971,1807.719971,2067830000
s&p,6/19/2009,919.96,927.09,915.8,921.23,921.23,"5,71,33,90,000"
nasdaq,6/19/2009,1824.98999,1837.579956,1817.069946,1827.469971,1827.469971,2864420000
s&p,6/22/2009,918.13,918.13,893.04,893.04,893.04,"4,90,39,40,000"
nasdaq,6/22/2009,1809.530029,1810.579956,1765.849976,1766.189941,1766.189941,2318970000
s&p,6/23/2009,893.46,898.69,888.86,895.1,895.1,"5,07,10,20,000"
nasdaq,6/23/2009,1771.420044,1777.579956,1753.780029,1764.920044,1764.920044,2152480000
s&p,6/24/2009,896.31,910.85,896.31,900.94,900.94,"4,63,67,20,000"
nasdaq,6/24/2009,1780.880005,1807.079956,1780.25,1792.339966,1792.339966,2150570000
s&p,6/25/2009,899.45,921.42,896.27,920.26,920.26,"4,91,12,40,000"
nasdaq,6/25/2009,1783.189941,1829.670044,1779.180054,1829.540039,1829.540039,2227980000
s&p,6/26/2009,918.84,922,913.03,918.9,918.9,"6,07,66,60,000"
nasdaq,6/26/2009,1819.160034,1840.97998,1816.839966,1838.219971,1838.219971,3989940000
s&p,6/29/2009,919.86,927.99,916.18,927.23,927.23,"4,21,17,60,000"
nasdaq,6/29/2009,1842.089966,1854.089966,1825.030029,1844.060059,1844.060059,1981450000
s&p,6/30/2009,927.15,930.01,912.86,919.32,919.32,"4,62,75,70,000"
nasdaq,6/30/2009,1845.469971,1854.689941,1824.949951,1835.040039,1835.040039,2044980000
s&p,7/1/2009,920.82,931.92,920.82,923.33,923.33,"3,91,94,00,000"
nasdaq,7/1/2009,1846.119995,1861.619995,1843.790039,1845.719971,1845.719971,1971050000
s&p,7/2/2009,921.24,921.24,896.42,896.42,896.42,"3,93,10,00,000"
nasdaq,7/2/2009,1823.689941,1823.910034,1795.949951,1796.52002,1796.52002,1923070000
s&p,7/6/2009,894.27,898.72,886.36,898.72,898.72,"4,71,25,80,000"
nasdaq,7/6/2009,1783.5,1793.420044,1770.109985,1787.400024,1787.400024,1970530000
s&p,7/7/2009,898.6,898.6,879.93,881.03,881.03,"4,67,33,00,000"
nasdaq,7/7/2009,1787.439941,1788.969971,1745.380005,1746.170044,1746.170044,2027240000
s&p,7/8/2009,881.9,886.8,869.32,879.56,879.56,"5,72,17,80,000"
nasdaq,7/8/2009,1756,1757.670044,1727.050049,1747.170044,1747.170044,2467520000
s&p,7/9/2009,881.28,887.86,878.45,882.68,882.68,"4,34,71,70,000"
nasdaq,7/9/2009,1756.969971,1763.630005,1747.439941,1752.550049,1752.550049,1868280000
s&p,7/10/2009,880.03,883.57,872.81,879.13,879.13,"3,91,20,80,000"
nasdaq,7/10/2009,1744.609985,1764.109985,1738.26001,1756.030029,1756.030029,1658010000
s&p,7/13/2009,879.57,901.05,875.32,901.05,901.05,"4,49,94,40,000"
nasdaq,7/13/2009,1761.030029,1793.209961,1736.949951,1793.209961,1793.209961,1899410000
s&p,7/14/2009,900.77,905.84,896.5,905.84,905.84,"4,14,90,30,000"
nasdaq,7/14/2009,1790.699951,1800.72998,1782.849976,1799.72998,1799.72998,1856910000
s&p,7/15/2009,910.15,933.95,910.15,932.68,932.68,"5,23,88,30,000"
nasdaq,7/15/2009,1827.609985,1863.290039,1824.310059,1862.900024,1862.900024,2543340000
s&p,7/16/2009,930.17,943.96,927.45,940.74,940.74,"4,89,86,40,000"
nasdaq,7/16/2009,1856.050049,1887.890015,1854.699951,1885.030029,1885.030029,2072730000
s&p,7/17/2009,940.56,941.89,934.65,940.38,940.38,"5,14,13,80,000"
nasdaq,7/17/2009,1880.310059,1887.339966,1873.810059,1886.609985,1886.609985,1876760000
s&p,7/20/2009,942.07,951.62,940.99,951.13,951.13,"4,85,31,50,000"
nasdaq,7/20/2009,1896.98999,1909.890015,1890,1909.290039,1909.290039,2046350000
s&p,7/21/2009,951.97,956.53,943.22,954.58,954.58,"5,30,93,00,000"
nasdaq,7/21/2009,1917.390015,1917.459961,1892.170044,1916.199951,1916.199951,2205230000
s&p,7/22/2009,953.4,959.83,947.75,954.07,954.07,"4,63,41,00,000"
nasdaq,7/22/2009,1908.829956,1934.609985,1907.25,1926.380005,1926.380005,2306340000
s&p,7/23/2009,954.07,979.42,953.27,976.29,976.29,"5,76,16,50,000"
nasdaq,7/23/2009,1924.959961,1979.339966,1924.77002,1973.599976,1973.599976,3021430000
s&p,7/24/2009,972.16,979.79,965.95,979.26,979.26,"4,45,83,00,000"
nasdaq,7/24/2009,1943.22998,1966.26001,1937.640015,1965.959961,1965.959961,2232920000
s&p,7/27/2009,978.63,982.49,972.29,982.18,982.18,"4,63,12,90,000"
nasdaq,7/27/2009,1964.619995,1971.380005,1946.949951,1967.890015,1967.890015,2141690000
s&p,7/28/2009,981.48,982.35,969.35,979.62,979.62,"5,49,03,50,000"
nasdaq,7/28/2009,1957.26001,1978.430054,1947.890015,1975.51001,1975.51001,2206850000
s&p,7/29/2009,977.66,977.76,968.65,975.15,975.15,"5,17,87,70,000"
nasdaq,7/29/2009,1965.319946,1970.650024,1953.359985,1967.76001,1967.76001,2072650000
s&p,7/30/2009,976.01,996.68,976.01,986.75,986.75,"6,03,51,80,000"
nasdaq,7/30/2009,1986.209961,2009.810059,1980.079956,1984.300049,1984.300049,2525670000
s&p,7/31/2009,986.8,993.18,982.85,987.48,987.48,"5,13,90,70,000"
nasdaq,7/31/2009,1980.719971,1995.050049,1977.650024,1978.5,1978.5,2190380000
s&p,8/3/2009,990.22,"1,003.61",990.22,"1,002.63","1,002.63","5,60,34,40,000"
nasdaq,8/3/2009,1998.349976,2008.609985,1985.880005,2008.609985,2008.609985,2155720000
s&p,8/4/2009,"1,001.41","1,007.12",996.68,"1,005.65","1,005.65","5,71,37,00,000"
nasdaq,8/4/2009,1996.380005,2015.589966,1993.73999,2011.310059,2011.310059,2235010000
s&p,8/5/2009,"1,005.41","1,006.64",994.31,"1,002.72","1,002.72","7,24,21,20,000"
nasdaq,8/5/2009,2014.449951,2014.449951,1980.680054,1993.050049,1993.050049,2353550000
s&p,8/6/2009,"1,004.06","1,008.00",992.49,997.08,997.08,"6,75,33,80,000"
nasdaq,8/6/2009,1999.209961,2004.369995,1967.680054,1973.160034,1973.160034,2408400000
s&p,8/7/2009,999.83,"1,018.00",999.83,"1,010.48","1,010.48","6,82,70,90,000"
nasdaq,8/7/2009,1997,2012.329956,1984.5,2000.25,2000.25,2323980000
s&p,8/10/2009,"1,008.89","1,010.12","1,000.99","1,007.10","1,007.10","5,40,60,80,000"
nasdaq,8/10/2009,1991.439941,1999.550049,1979.390015,1992.23999,1992.23999,1844700000
s&p,8/11/2009,"1,005.77","1,005.77",992.4,994.35,994.35,"5,77,31,60,000"
nasdaq,8/11/2009,1985.060059,1986.849976,1962.079956,1969.72998,1969.72998,1915530000
s&p,8/12/2009,994,"1,012.78",993.36,"1,005.81","1,005.81","5,49,81,70,000"
nasdaq,8/12/2009,1970.949951,2015.26001,1970.25,1998.719971,1998.719971,2140190000
s&p,8/13/2009,"1,005.86","1,013.14","1,000.82","1,012.73","1,012.73","5,25,06,60,000"
nasdaq,8/13/2009,2009.27002,2013.430054,1986.869995,2009.349976,2009.349976,2084370000
s&p,8/14/2009,"1,012.23","1,012.60",994.6,"1,004.09","1,004.09","4,94,07,50,000"
nasdaq,8/14/2009,2005.790039,2006.72998,1969.680054,1985.52002,1985.52002,1923410000
s&p,8/17/2009,998.18,998.18,978.51,979.73,979.73,"4,08,85,70,000"
nasdaq,8/17/2009,1949.22998,1949.22998,1929.640015,1930.839966,1930.839966,1924190000
s&p,8/18/2009,980.62,991.2,980.62,989.67,989.67,"4,19,89,70,000"
nasdaq,8/18/2009,1940.550049,1958.709961,1935.329956,1955.920044,1955.920044,1749420000
s&p,8/19/2009,986.88,999.61,980.62,996.46,996.46,"4,25,70,00,000"
nasdaq,8/19/2009,1933.390015,1972.319946,1931.910034,1969.23999,1969.23999,1977750000
s&p,8/20/2009,996.41,"1,008.92",996.39,"1,007.37","1,007.37","4,89,31,60,000"
nasdaq,8/20/2009,1967.569946,1992.219971,1965.689941,1989.219971,1989.219971,1958470000
s&p,8/21/2009,"1,009.06","1,027.59","1,009.06","1,026.13","1,026.13","5,88,55,50,000"
nasdaq,8/21/2009,2000.150024,2021.859985,1994.329956,2020.900024,2020.900024,2259140000
s&p,8/24/2009,"1,026.59","1,035.82","1,022.48","1,025.57","1,025.57","6,30,24,50,000"
nasdaq,8/24/2009,2026.109985,2036.030029,2012,2017.97998,2017.97998,2046370000
s&p,8/25/2009,"1,026.63","1,037.75","1,026.21","1,028.00","1,028.00","5,76,87,40,000"
nasdaq,8/25/2009,2025.589966,2040.589966,2019.170044,2024.22998,2024.22998,1936980000
s&p,8/26/2009,"1,027.35","1,032.47","1,021.57","1,028.12","1,028.12","5,08,00,60,000"
nasdaq,8/26/2009,2021.300049,2034.310059,2013.52002,2024.430054,2024.430054,2037560000
s&p,8/27/2009,"1,027.81","1,033.33","1,016.20","1,030.98","1,030.98","5,78,58,80,000"
nasdaq,8/27/2009,2021.310059,2029.27002,1993.030029,2027.72998,2027.72998,2140540000
s&p,8/28/2009,"1,031.62","1,039.47","1,023.13","1,028.93","1,028.93","5,78,57,80,000"
nasdaq,8/28/2009,2050.530029,2059.47998,2017.420044,2028.77002,2028.77002,2340180000
s&p,8/31/2009,"1,025.21","1,025.21","1,014.62","1,020.62","1,020.62","5,00,45,60,000"
nasdaq,8/31/2009,2011.140015,2013.650024,1997.530029,2009.060059,2009.060059,2256210000
s&p,9/1/2009,"1,019.52","1,028.45",996.28,998.04,998.04,"6,86,23,60,000"
nasdaq,9/1/2009,2001.300049,2034.780029,1965.47998,1968.890015,1968.890015,2778570000
s&p,9/2/2009,996.07,"1,000.34",991.97,994.75,994.75,"5,84,27,30,000"
nasdaq,9/2/2009,1960.069946,1976.349976,1958.51001,1967.069946,1967.069946,1974330000
s&p,9/3/2009,996.12,"1,003.43",992.25,"1,003.24","1,003.24","4,62,42,80,000"
nasdaq,9/3/2009,1975.849976,1983.369995,1958.040039,1983.199951,1983.199951,1853450000
s&p,9/4/2009,"1,003.84","1,016.48","1,001.65","1,016.40","1,016.40","4,09,73,70,000"
nasdaq,9/4/2009,1986.97998,2018.920044,1982.050049,2018.780029,2018.780029,1722150000
s&p,9/8/2009,"1,018.67","1,026.07","1,018.67","1,025.39","1,025.39","5,23,51,60,000"
nasdaq,9/8/2009,2034.73999,2038.630005,2023.030029,2037.77002,2037.77002,2037180000
s&p,9/9/2009,"1,025.36","1,036.34","1,023.97","1,033.37","1,033.37","5,20,25,50,000"
nasdaq,9/9/2009,2038.920044,2066.340088,2033.469971,2060.389893,2060.389893,2493930000
s&p,9/10/2009,"1,032.99","1,044.14","1,028.04","1,044.14","1,044.14","5,19,13,80,000"
nasdaq,9/10/2009,2059.47998,2084.02002,2055.48999,2084.02002,2084.02002,2451330000
s&p,9/11/2009,"1,043.92","1,048.18","1,038.40","1,042.73","1,042.73","4,92,26,00,000"
nasdaq,9/11/2009,2083.340088,2088.929932,2070.02002,2080.899902,2080.899902,2318050000
s&p,9/14/2009,"1,040.15","1,049.74","1,035.00","1,049.34","1,049.34","4,97,96,10,000"
nasdaq,9/14/2009,2066.149902,2091.780029,2065.800049,2091.780029,2091.780029,2157600000
s&p,9/15/2009,"1,049.03","1,056.04","1,043.42","1,052.63","1,052.63","6,18,56,20,000"
nasdaq,9/15/2009,2090.330078,2106.929932,2086.159912,2102.639893,2102.639893,2372990000
s&p,9/16/2009,"1,053.99","1,068.76","1,052.87","1,068.76","1,068.76","6,79,35,30,000"
nasdaq,9/16/2009,2110.060059,2133.149902,2102.860107,2133.149902,2133.149902,2707080000
s&p,9/17/2009,"1,067.87","1,074.77","1,061.20","1,065.49","1,065.49","6,66,81,10,000"
nasdaq,9/17/2009,2129.419922,2140.600098,2118.5,2126.75,2126.75,2615780000
s&p,9/18/2009,"1,066.60","1,071.52","1,064.27","1,068.30","1,068.30","5,60,79,70,000"
nasdaq,9/18/2009,2134.850098,2138.820068,2120.699951,2132.860107,2132.860107,3023010000
s&p,9/21/2009,"1,067.14","1,067.28","1,057.46","1,064.66","1,064.66","4,61,52,80,000"
nasdaq,9/21/2009,2121.340088,2142.409912,2118.47998,2138.040039,2138.040039,2408860000
s&p,9/22/2009,"1,066.35","1,073.81","1,066.35","1,071.66","1,071.66","5,24,66,00,000"
nasdaq,9/22/2009,2150.02002,2150.679932,2137.389893,2146.300049,2146.300049,2490480000
s&p,9/23/2009,"1,072.69","1,080.15","1,060.39","1,060.87","1,060.87","5,53,19,30,000"
nasdaq,9/23/2009,2152.429932,2167.699951,2130.340088,2131.419922,2131.419922,2683250000
s&p,9/24/2009,"1,062.56","1,066.29","1,045.85","1,050.78","1,050.78","5,50,56,10,000"
nasdaq,9/24/2009,2140.060059,2142.48999,2097.100098,2107.610107,2107.610107,2607280000
s&p,9/25/2009,"1,049.48","1,053.47","1,041.17","1,044.38","1,044.38","4,50,70,90,000"
nasdaq,9/25/2009,2095.840088,2106.98999,2085.350098,2090.919922,2090.919922,2363930000
s&p,9/28/2009,"1,045.38","1,065.13","1,045.38","1,062.98","1,062.98","3,72,69,50,000"
nasdaq,9/28/2009,2101.919922,2140.040039,2101.429932,2130.73999,2130.73999,1890030000
s&p,9/29/2009,"1,063.69","1,069.62","1,057.83","1,060.61","1,060.61","4,94,99,00,000"
nasdaq,9/29/2009,2131.669922,2141.399902,2116.629883,2124.040039,2124.040039,2062970000
s&p,9/30/2009,"1,061.02","1,063.40","1,046.47","1,057.08","1,057.08","5,99,88,60,000"
nasdaq,9/30/2009,2131.300049,2137.870117,2092.300049,2122.419922,2122.419922,2640660000
s&p,10/1/2009,"1,054.91","1,054.91","1,029.45","1,029.85","1,029.85","5,79,14,50,000"
nasdaq,10/1/2009,2111.77002,2112.899902,2057.47998,2057.47998,2057.47998,2708170000
s&p,10/2/2009,"1,029.71","1,030.60","1,019.95","1,025.21","1,025.21","5,58,32,40,000"
nasdaq,10/2/2009,2040.839966,2064.149902,2040.72998,2048.110107,2048.110107,2448110000
s&p,10/5/2009,"1,026.87","1,042.58","1,025.92","1,040.46","1,040.46","4,31,33,10,000"
nasdaq,10/5/2009,2056.52002,2074.780029,2049.040039,2068.149902,2068.149902,2156250000
s&p,10/6/2009,"1,042.02","1,060.55","1,042.02","1,054.72","1,054.72","5,02,98,40,000"
nasdaq,10/6/2009,2080.399902,2111.129883,2079.48999,2103.570068,2103.570068,2413450000
s&p,10/7/2009,"1,053.65","1,058.02","1,050.10","1,057.58","1,057.58","4,23,82,20,000"
nasdaq,10/7/2009,2099.060059,2110.330078,2095.939941,2110.330078,2110.330078,2220910000
s&p,10/8/2009,"1,060.03","1,070.67","1,060.03","1,065.48","1,065.48","4,98,84,00,000"
nasdaq,10/8/2009,2124.689941,2139.649902,2116.060059,2123.929932,2123.929932,2366950000
s&p,10/9/2009,"1,065.28","1,071.51","1,063.00","1,071.49","1,071.49","3,76,37,80,000"
nasdaq,10/9/2009,2120,2139.620117,2118.040039,2139.280029,2139.280029,1936850000
s&p,10/12/2009,"1,071.63","1,079.46","1,071.63","1,076.19","1,076.19","3,71,04,30,000"
nasdaq,10/12/2009,2145.629883,2155.919922,2128.389893,2139.139893,2139.139893,1784280000
s&p,10/13/2009,"1,074.96","1,075.30","1,066.71","1,073.19","1,073.19","4,32,04,80,000"
nasdaq,10/13/2009,2138.699951,2146.350098,2128.439941,2139.889893,2139.889893,2020110000
s&p,10/14/2009,"1,078.68","1,093.17","1,078.68","1,092.02","1,092.02","5,40,64,20,000"
nasdaq,10/14/2009,2165.830078,2173.949951,2157.47998,2172.22998,2172.22998,2348620000
s&p,10/15/2009,"1,090.36","1,096.56","1,086.41","1,096.56","1,096.56","5,36,97,80,000"
nasdaq,10/15/2009,2164.330078,2173.290039,2158.290039,2173.290039,2173.290039,2140090000
s&p,10/16/2009,"1,094.67","1,094.67","1,081.53","1,087.68","1,087.68","4,89,47,40,000"
nasdaq,10/16/2009,2164.72998,2164.72998,2142.879883,2156.800049,2156.800049,2209950000
s&p,10/19/2009,"1,088.22","1,100.17","1,086.48","1,097.91","1,097.91","4,61,92,40,000"
nasdaq,10/19/2009,2162.409912,2180.110107,2150.419922,2176.320068,2176.320068,1970440000
s&p,10/20/2009,"1,098.64","1,098.64","1,086.16","1,091.06","1,091.06","5,39,69,30,000"
nasdaq,10/20/2009,2180.429932,2181.159912,2151.77002,2163.469971,2163.469971,2110580000
s&p,10/21/2009,"1,090.36","1,101.36","1,080.77","1,081.40","1,081.40","5,61,62,90,000"
nasdaq,10/21/2009,2160.780029,2190.639893,2148.409912,2150.72998,2150.72998,2565680000
s&p,10/22/2009,"1,080.96","1,095.21","1,074.31","1,092.91","1,092.91","5,19,24,10,000"
nasdaq,10/22/2009,2146.719971,2169.169922,2130.699951,2165.290039,2165.290039,2265230000
s&p,10/23/2009,"1,095.62","1,095.83","1,075.49","1,079.60","1,079.60","4,76,74,60,000"
nasdaq,10/23/2009,2186.639893,2190.47998,2149.350098,2154.469971,2154.469971,2441920000
s&p,10/26/2009,"1,080.36","1,091.75","1,065.23","1,066.95","1,066.95","6,36,33,80,000"
